age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hour_week,native_country,income,ID,marital_status_new,Location,Min_Wage
38,Private,212245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10382,Married,US,NW
22,State-gov,190625,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,10383,Married,US,NW
33,Private,203488,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,10384,Single,US,NW
50,Private,304260,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,10385,Single,US,NW
31,Local-gov,243665,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K,10386,Married,US,NW
26,Self-emp-not-inc,189238,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Mexico,<=50K,10387,Single,non US,NW
42,Private,77373,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K,10388,Married,US,NW
27,Private,410351,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10389,Married,US,NW
34,Private,36385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,10390,Married,US,NW
64,Private,110150,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,10391,Married,US,NW
43,Private,198316,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10392,Married,US,NW
39,Private,127772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10393,Married,US,NW
47,Self-emp-not-inc,199058,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,10394,Single,US,No
56,Private,285730,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,<=50K,10395,Single,US,Yes
25,Local-gov,334133,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,10396,Single,US,NW
60,State-gov,97030,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,10397,Single,US,NW
52,Private,67090,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K,10398,Married,US,Yes
43,Private,397963,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,594,0,16,United-States,<=50K,10399,Single,US,NW
46,Private,182533,Bachelors,13,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,10400,Single,non US,NW
19,Private,560804,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,10401,Single,US,NW
56,Private,365050,7th-8th,4,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,20,United-States,<=50K,10402,Single,US,NW
22,Private,110200,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,10403,Single,US,NW
39,Private,299828,5th-6th,3,Separated,Sales,Unmarried,Black,Female,0,0,30,Puerto-Rico,<=50K,10405,Single,non US,NW
28,Private,109282,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,10406,Single,US,NW
31,Private,103435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,10407,Married,US,NW
22,Private,34747,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,10408,Single,US,NW
39,Private,286789,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,10410,Married,US,No
28,Self-emp-not-inc,211032,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,10411,Single,non US,NW
67,Other,192916,HS-grad,9,Married-civ-spouse,Other,Husband,White,Male,3818,0,11,United-States,<=50K,10412,Married,US,NW
31,Private,219318,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,<=50K,10413,Single,non US,NW
50,Private,112873,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,10414,Married,US,NW
34,Private,36069,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,46,United-States,<=50K,10415,Married,US,Yes
48,Private,73434,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Germany,>50K,10416,Married,non US,No
51,Private,200576,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,10417,Single,US,NW
54,Private,172962,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,10418,Married,US,NW
44,Private,44006,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,10419,Single,US,NW
20,Private,234474,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,10420,Single,US,NW
37,Private,212826,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,10421,Married,US,NW
38,Private,234901,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,10422,Married,US,NW
59,Federal-gov,200700,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K,10423,Married,US,NW
59,Self-emp-not-inc,41258,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,10424,Married,US,Yes
51,Private,249644,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,>50K,10425,Single,US,NW
60,Other,230165,Bachelors,13,Married-civ-spouse,Other,Husband,Black,Male,0,0,40,United-States,<=50K,10426,Married,US,NW
29,Private,351731,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,10427,Married,US,NW
37,Private,114765,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,10428,Single,US,NW
42,Private,349884,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,10429,Married,US,NW
28,Self-emp-inc,204247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,10430,Married,US,NW
34,Private,143392,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,10431,Single,US,NW
50,Self-emp-not-inc,37913,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Italy,>50K,10432,Married,non US,No
22,Self-emp-inc,150683,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K,10433,Single,US,NW
27,Private,207611,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,52,United-States,<=50K,10434,Single,US,Yes
45,State-gov,319666,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K,10435,Single,US,Yes
39,Private,155961,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K,10436,Single,US,NW
25,Local-gov,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,10437,Single,US,NW
63,Other,447079,HS-grad,9,Never-married,Other,Not-in-family,White,Male,0,0,15,United-States,<=50K,10438,Single,US,NW
24,Self-emp-inc,142404,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,10439,Married,US,No
18,Private,155752,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K,10440,Single,US,NW
19,Other,252292,HS-grad,9,Never-married,Other,Own-child,White,Male,0,0,40,United-States,<=50K,10441,Single,US,NW
23,Private,111450,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,38,United-States,<=50K,10442,Single,US,NW
20,Private,528616,5th-6th,3,Never-married,Other-service,Other-relativ,White,Male,0,0,40,Mexico,<=50K,10443,Single,non US,NW
17,Self-emp-not-inc,228786,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,10444,Single,US,NW
63,Self-emp-inc,80572,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,10445,Married,US,No
28,Local-gov,180271,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,>50K,10446,Married,US,NW
51,Federal-gov,237819,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,10447,Married,US,NW
29,Private,157612,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,3325,0,45,United-States,<=50K,10448,Single,US,Yes
64,Private,379062,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,12,United-States,<=50K,10449,Single,US,NW
17,Private,191910,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,10450,Single,US,NW
45,Local-gov,326064,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,<=50K,10451,Single,US,NW
18,Private,312353,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K,10452,Single,US,NW
31,Local-gov,213307,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,10453,Single,US,NW
48,Self-emp-not-inc,209057,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,>50K,10454,Married,US,NW
41,Private,340148,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,10455,Single,US,Yes
65,Private,154171,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,United-States,>50K,10456,Married,US,NW
27,Private,94064,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,10457,Single,US,NW
39,Private,119098,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,10458,Married,US,NW
51,Self-emp-not-inc,388496,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,Puerto-Rico,>50K,10459,Single,non US,No
49,Private,181363,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,10460,Married,US,NW
58,Other,210031,HS-grad,9,Divorced,Other,Unmarried,White,Male,0,0,40,United-States,<=50K,10461,Single,US,NW
36,Private,206951,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,10462,Married,US,NW
25,Private,485496,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K,10463,Single,US,NW
41,Private,210259,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K,10464,Single,US,NW
31,Private,118551,9th,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,10465,Single,US,NW
63,Private,180911,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,37,United-States,>50K,10466,Married,US,No
50,State-gov,242517,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,10467,Single,US,NW
63,Private,298113,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,10468,Single,US,NW
44,Self-emp-not-inc,277783,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,United-States,<=50K,10469,Single,US,Yes
48,Private,155862,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K,10470,Single,US,Yes
51,Self-emp-not-inc,171924,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,10471,Married,US,Yes
18,Private,243900,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,10472,Single,US,NW
23,Private,231160,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,10473,Single,US,NW
31,Private,356882,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,<=50K,10474,Married,US,NW
38,Private,49020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10475,Married,US,NW
19,Other,105460,Some-college,10,Never-married,Other,Own-child,White,Male,0,0,20,England,<=50K,10476,Single,non US,NW
56,Private,157749,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,10477,Married,US,NW
31,Private,131568,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,<=50K,10478,Single,US,NW
46,Private,332355,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,10479,Married,US,NW
39,Private,204501,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10480,Married,US,NW
56,Local-gov,305767,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,10481,Married,non US,NW
31,Private,129761,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,10482,Single,US,NW
42,Self-emp-inc,130126,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K,10483,Married,US,No
53,Private,102828,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,10484,Married,US,No
18,Private,160984,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,10485,Single,US,NW
18,Other,255282,11th,7,Never-married,Other,Own-child,Black,Male,0,1602,48,United-States,<=50K,10486,Single,US,Yes
20,Other,346341,Some-college,10,Never-married,Other,Not-in-family,White,Female,0,0,35,United-States,<=50K,10487,Single,US,NW
27,Private,285897,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K,10488,Married,US,NW
31,Private,356689,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,10489,Single,US,NW
52,Federal-gov,192386,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,United-States,<=50K,10490,Married,US,NW
46,Private,394860,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,10491,Married,US,NW
30,Private,113129,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K,10492,Single,US,NW
26,Private,55929,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,10493,Single,US,NW
48,Local-gov,177018,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,10494,Married,US,NW
37,Private,161141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,10495,Married,US,No
29,Private,309463,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10496,Married,US,NW
49,Private,165468,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K,10497,Married,US,NW
24,Private,49218,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,10498,Single,US,NW
74,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States,<=50K,10499,Married,US,NW
56,Self-emp-not-inc,162130,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,>50K,10500,Married,US,NW
39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K,10501,Single,US,NW
21,Private,306850,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,10502,Single,US,NW
29,Private,135296,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,45,United-States,>50K,10503,Single,US,NW
43,Self-emp-not-inc,187322,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K,10504,Single,US,Yes
23,Private,55674,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,2907,0,40,United-States,<=50K,10505,Single,US,NW
26,Private,148298,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,10506,Single,US,Yes
47,Private,34845,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,10507,Married,US,Yes
27,Private,200733,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K,10508,Married,US,Yes
45,Private,191858,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,10509,Married,US,NW
30,Private,425528,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States,<=50K,10510,Single,US,Yes
35,Private,44780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K,10511,Married,US,No
33,Private,125856,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10512,Married,US,NW
37,Private,100508,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,10513,Married,US,No
21,Private,148294,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,10514,Single,US,NW
42,Private,39324,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,10515,Married,US,NW
48,Federal-gov,147397,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,<=50K,10516,Married,US,NW
46,Private,24728,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<=50K,10517,Single,US,Yes
36,Private,177616,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,10518,Single,US,NW
54,Private,163826,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,10519,Single,US,NW
25,Private,199947,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,10520,Married,US,NW
26,Local-gov,386949,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K,10521,Single,US,NW
36,Self-emp-inc,116133,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,<=50K,10522,Married,US,Yes
56,Self-emp-not-inc,196307,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K,10523,Single,US,NW
37,Private,177181,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10524,Married,US,NW
26,Private,324854,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,10525,Single,US,No
23,Private,188505,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,10526,Single,US,NW
23,State-gov,502316,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,10527,Single,US,NW
41,State-gov,26892,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,10528,Single,US,NW
55,Private,102058,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10529,Married,US,NW
39,Private,167728,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,10530,Married,US,No
67,Local-gov,233681,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,10531,Married,US,NW
60,Private,26756,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,10532,Single,US,Yes
54,Private,101890,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,10533,Single,US,NW
38,Private,192337,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,>50K,10534,Married,non US,No
47,Private,340982,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3103,0,40,Philippines,>50K,10535,Married,non US,No
49,State-gov,102308,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K,10536,Married,US,NW
19,Private,84747,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K,10537,Single,US,NW
20,Private,197752,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,10538,Single,US,NW
66,Private,185336,HS-grad,9,Widowed,Sales,Other-relativ,White,Female,0,0,35,United-States,<=50K,10539,Single,US,NW
22,Other,289984,Some-college,10,Never-married,Other,Not-in-family,Black,Female,0,0,25,United-States,<=50K,10540,Single,US,NW
51,Self-emp-not-inc,125417,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K,10541,Married,US,NW
19,Private,278480,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,10542,Single,US,NW
36,Private,146412,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,10543,Single,US,NW
33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,10544,Married,US,NW
41,Private,53956,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States,<=50K,10545,Single,US,Yes
78,Other,33186,7th-8th,4,Married-civ-spouse,Other,Husband,White,Male,0,0,60,United-States,<=50K,10547,Married,US,Yes
36,Private,144154,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,10548,Single,US,NW
30,Private,194901,Prof-school,15,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K,10549,Single,US,Yes
35,Private,335777,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K,10550,Single,non US,NW
46,Private,139268,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,10551,Married,US,NW
38,Private,33887,HS-grad,9,Never-married,Machine-op-inspct,Other-relativ,White,Male,0,0,40,United-States,<=50K,10552,Single,US,NW
24,Private,283613,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,10553,Married,US,NW
40,Private,141245,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,<=50K,10554,Married,non US,NW
49,Private,298130,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,10555,Married,US,NW
19,Private,186096,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K,10556,Single,US,NW
77,Private,187656,Some-college,10,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,20,United-States,<=50K,10557,Single,US,NW
46,Private,102308,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,United-States,>50K,10558,Married,US,NW
41,Private,124639,Some-college,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,10559,Single,US,NW
28,Private,388112,1st-4th,2,Never-married,Farming-fishing,Unmarried,White,Male,0,0,77,Mexico,<=50K,10560,Single,non US,Yes
21,Private,109952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10561,Married,US,NW
24,Private,164529,12th,8,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K,10562,Single,US,NW
36,Private,247750,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States,<=50K,10563,Married,US,Yes
23,State-gov,103588,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K,10564,Single,US,NW
38,Federal-gov,248919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,United-States,<=50K,10565,Married,US,NW
29,Self-emp-not-inc,178551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,10566,Married,US,NW
38,Private,136137,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relativ,White,Male,0,0,50,United-States,>50K,10567,Married,US,NW
47,Federal-gov,55377,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,>50K,10568,Single,US,No
39,Local-gov,177728,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,10569,Single,US,NW
40,Local-gov,243580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,10570,Married,US,Yes
21,Other,188535,Some-college,10,Never-married,Other,Own-child,White,Male,0,0,40,United-States,<=50K,10571,Single,US,NW
32,Private,63910,HS-grad,9,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,10572,Single,US,NW
23,Private,219535,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,10573,Single,US,NW
44,State-gov,180609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,10574,Married,US,NW
70,Private,170428,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K,10576,Single,non US,NW
51,Private,102615,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,>50K,10577,Married,US,No
66,Private,193132,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K,10578,Single,US,NW
57,Self-emp-inc,124137,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,10579,Married,US,NW
36,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,10580,Married,US,No
48,Self-emp-inc,148995,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K,10581,Single,US,NW
24,Other,203076,HS-grad,9,Married-civ-spouse,Other,Husband,White,Male,0,0,40,United-States,<=50K,10582,Married,US,NW
51,Private,63424,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,10583,Married,US,No
43,Private,241895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,10584,Married,US,NW
27,Private,266973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,10585,Married,US,Yes
32,Private,188048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,10586,Single,US,NW
20,Private,366929,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,10587,Single,US,NW
33,Private,214129,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,10588,Single,US,NW
19,Private,250818,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,10589,Single,US,NW
32,Local-gov,240979,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,10590,Married,US,NW
